answers,date,tags,title,user,votes
10,2012-07-31T16:07:00,"Life Of Jesus,Sacrifice,Messiah,Atonement","What does it mean to say ""Jesus died for our sins""?",RandomDuck.NET,13
2,2019-12-22T01:30:00,"Amish,Ordinances",Do Amish have fire alarms?,CStafford-14,13
2,2011-08-26T21:42:00,Terminology,Can Christianity be objectively defined?,Jeff,13
11,2012-05-04T17:08:00,"Paul Apostle,Apostles",Who was the 12th Apostle - Matthias or Paul?,Affable Geek,13
2,2020-01-16T07:35:00,"Marriage,Papacy,Celibacy",Last married pope?,David Woitkowski,13
3,2020-02-14T13:48:00,"Gospel Of Luke,Authorship",When Was The Gospel of Luke Written?,JRosebrookMaye,13
6,2012-05-08T01:00:00,"Biblical Basis,Baptism,Sacraments",Which Bible verses support adult-only baptism?,Nate Bunney,13
1,2011-08-26T23:27:00,"Prayer,Intercession","What is ""intercession"" and what kinds of ""intercessory prayer"" are there?",Caleb,13
7,2012-06-28T11:22:00,"Original Sin,Ezekiel,Original Guilt",Inheritance of original sin,Marc Gravell,13
8,2021-06-17T09:32:00,"Church History,Evangelicalism,Science",Is there a theological basis for climate change skepticism among evangelicals?,Mr. Boy,13
6,2012-07-06T17:10:00,"Life Of Jesus,Heaven,Ascension,Resurrection Body,Resurrection Of Jesus",Was Jesus' resurrected body the same as his glorified body that he now has in heaven?,Mike,13
3,2012-04-17T16:25:00,"History,Prophecy,Apologetics",Biblical Prophecy and Fulfillment,San Jacinto,13
1,2019-10-12T01:20:00,"Reference Request,Martin Luther",Source for this alleged quote from Martin Luther?,Nathan Osman,13
1,2018-07-27T12:19:00,"Catholicism,Sacramentals,Holy Water",How much can holy water be diluted?,Bartek Banachewicz,13
5,2012-03-13T23:47:00,Creation,Why did God create man?,Greg McNulty,13
3,2018-12-12T21:13:00,"Catholicism,Faith,Philosophy,Epistemology,General Revelation","What is the ""fideism"" rejected by the Catholic Church?",Nathaniel is protesting,13
3,2019-01-01T21:04:00,"Catholicism,Virgin Mary,Original Sin,Immaculate Conception","If God could make Mary sinless, why not anybody else?",Seamus,13
4,2012-02-27T07:21:00,"Exegesis,Genesis",What does it mean that someone managed to live beyond 120 years?,El'endia Starman,13
1,2018-04-17T16:25:00,"Catholicism,Gospel Of John",What does Catholic Church say about the post-resurrection wound marks of Jesus?,Kadalikatt Joseph Sibichan,13
3,2018-06-04T03:42:00,"China,Three Self Patriotic Movement,China,Three Self Patriotic Movement",What theological differences distinguish the Three-Self Patriotic Movement and the house church movement in China?,Susan,13
6,2012-03-24T23:31:00,"Free Will,Predestination",Can you explain this Free Will / Predestination illustration?,Brian Koser,13
1,2012-03-27T01:16:00,"Sin,Church History",How did the Seven Deadly Sins originate and how is it used?,Affable Geek,13
3,2011-08-26T14:24:00,"Catholicism,Communion,Sacraments",Why did Jesus use bread to turn into His body?,DForck42,13
3,2011-08-26T14:46:00,"Sin,Sexuality",What does the Bible say about sex before marriage / premarital sex?,capitalaudience.com,13
5,2012-04-02T15:38:00,"Life Of Jesus,Soteriology,Easter,Passover",How does the Passover foreshadow the coming of Jesus as the Messiah?,Narnian,13
1,2011-08-26T17:42:00,"History,Lds,Prophecy",Does Joseph Smith fail the test of a prophet?,capitalaudience.com,13
2,2017-08-08T11:47:00,"Catholicism,Church History,Papacy,Medieval Church",What role do the people of Rome play in the election of a pope?,Nathaniel is protesting,13
6,2012-02-08T14:36:00,"Exegesis,Gospel Of John,Passion Of Jesus,Truth,Pilate","What did Pilate mean by asking ""What is truth?""",Affable Geek,13
1,2017-08-28T06:19:00,"Exegesis,Life Of Jesus,Gospel Of John,Mosaic Law,Pharisees","Was the near-stoning of the adulterous woman something to be considered common practice, or was it strictly to trick Jesus?",ServantoftheKing,13
8,2017-09-28T12:02:00,"Old Testament,New Testament,Demons,Prophets,Exorcism",Was casting out of demons done in the Old Testament by any Prophets or was it started in the New Testament?,Admire Shams,13
6,2012-02-14T06:07:00,"Catholicism,Bible Translation,Presbyterianism,Lords Prayer",Debtors vs. Trespassers,geoffmpm,13
1,2012-02-15T18:06:00,"Life Of Jesus,Baptism,Law And Gospel",What is God's good news before Jesus's death and resurrection?,Brandon Linton,13
6,2012-02-21T13:16:00,"Genesis,Chronology,Archaeology",How we do we know that Joseph wasn't Hyksos?,Affable Geek,13
4,2011-08-25T18:08:00,"Exegesis,Book Of James,Jeremiah,Boasting,Pride",Are pride and boasting ever okay?,a_hardin,13
3,2012-01-24T22:12:00,"Inspiration,Special Revelation",Who believes in Mechanical Inspiration?,Caleb,13
4,2012-01-26T11:17:00,Paul Apostle,How many languages did apostle Paul speak?,brilliant,13
2,2012-01-31T01:44:00,"Chronology,Prophets,Jonah,Nahum",What is the ordering of events in Nahum and Jonah?,Brian Mains,13
2,2017-07-05T15:31:00,"Church History,Early Church,Religious Practice,Fasting,Didache",Who are the hypocrites associated with fasting in the Didache?,mi name,13
8,2011-08-25T19:33:00,"Exegesis,1 Corinthians,Spiritual Gifts,Speaking In Tongues,Signs",Are tongues a sign for believers or unbelievers?,Reinstate Monica - Goodbye SE,13
4,2018-01-27T17:13:00,"Canon,Sola Scriptura,Westminster Confession",How does the Westminster Confession address the paradox of the Bible canon?,guest37,13
2,2018-02-22T17:17:00,"Lds,Creeds And Confessions,Non Trinitarian,Apostles Creed","What problems, if any, do Mormons have with the Apostles' Creed?",Nathaniel is protesting,13
5,2012-01-22T22:08:00,"Biblical Basis,Trinity,Pneumatology",What is the Biblical basis for the Holy Spirit being God?,Affable Geek,13
4,2012-01-24T03:01:00,"Catholicism,Sexuality,Song Of Songs",How does a Roman Catholic reconcile a preference for purely procreative sex with the Song of Solomon?,Affable Geek,13
1,2012-01-06T23:06:00,"Catholicism,Priesthood,Universal Priesthood",How does the Catholic Church understand the priesthood of all believers?,Jon Ericson,13
3,2012-01-09T18:35:00,"Biblical Basis,Nature Of God,Divine Simplicity",What is the Biblical basis for divine simplicity?,OnesimusUnbound,13
5,2011-08-25T16:24:00,"Catholicism,Communion,Real Presence",What do Catholics mean when they talk about the Real Presence in the Eucharist?,Bruce Alderman,13
4,2017-01-02T09:12:00,"Old Testament,Prophecy,Messiah",What is the biblical basis in the Old Testament for the belief that the Messiah must be God?,Kyoma,13
2,2017-01-03T09:23:00,"Nature Of Man,Morality,Theistic Evolution",How do theistic evolutionists explain moral reasoning?,DryLabRebel,13
5,2017-01-08T04:08:00,"Lds,Book Of Mormon,Translation,Joseph Smith","Why did Joseph Smith translate the Book of Mormon into Jacobean English, not in use in 1830?",Abstraction is everything.,13
4,2016-08-15T18:26:00,"History,Acts,Authorship",What are the arguments that Acts was written prior to 70 AD?,Cannabijoy,13
3,2016-09-05T15:21:00,"Catholicism,Eastern Orthodox,Saint,Canonization",Who is the most recent saint recognized by both the Catholic and the Orthodox churches?,Psychonaut,13
6,2017-01-10T01:14:00,"Life Of Jesus,Islam","Is there a Christian equivalent of the Muslim hadith, but for narrations relating to Jesus?",Rebecca J. Stones,13
8,2017-01-11T20:22:00,"Biblical Basis,Free Will,Libertarian Free Will",What is the biblical basis for libertarian free will (no predestination)?,Tavrock,13
5,2017-01-23T06:34:00,"Soteriology,Sola Fide,Justification,Repentance,Assurance Of Salvation","How does repentance fit into the doctrine of sola fide (""by faith alone"")?",Thunderforge,13
3,2017-01-27T03:05:00,"Eastern Orthodox,Scriptures,Greek,Language,Biblical Languages",What version of the bible do Greek speaking Christians use?,TheIronKnuckle,13
4,2017-02-08T20:48:00,"Nature Of God,Trinity,Persons Of The Trinity,Divine Simplicity",How is the Trinity compatible with divine simplicity?,TheIronKnuckle,13
4,2011-12-28T05:02:00,"Biblical Basis,Creation,Young Earth Creation",Is the age of the earth in the Bible?,Tyler,13
5,2011-12-31T05:57:00,"Tradition,Burial",Why are people traditionally buried facing east?,Gabriel Fair,13
6,2012-01-03T16:28:00,"Biblical Basis,Nature Of God,Hell,Omniprescence",Does God's omnipresence extend to hell?,Affable Geek,13
2,2016-08-09T09:12:00,"Soteriology,Trinity,Reformed Theology,Hell",According to Reformed Theology do non-trinitarians go to hell?,Cannabijoy,13
2,2011-11-26T21:24:00,"Catholicism,Mariology,Intercession Of Saints,Mediator",How is 1 Timothy 2:5 interpreted relative to the Mediatrix concept?,StackExchange saddens dancek,13
5,2016-03-23T23:20:00,"Origin,Adam And Eve,Fall Of Man",Adam and Eve Clothed in Light Before the Fall - Origin of this belief?,,13
2,2016-03-25T04:36:00,"Bible Translation,Kjv,Kjv Onlyism",How does King James-only-ism apply to other languages?,,13
1,2016-05-14T09:33:00,"Exegesis,Genesis,Acts,Pentecost,Babel",Who first described Pentecost as a reversal of Babel?,bruised reed,13
2,2016-05-23T23:27:00,"Church Fathers,Numerology","Did any early church fathers, other than Augustine, condemn or write about numerology?",M47145,13
4,2011-12-15T04:50:00,"Bible,Wisdom,Non Christians",Can the Word of God and God's wisdom be beneficial to an unbeliever?,Nick Rolando,13
5,2016-06-12T19:52:00,"Catholicism,Thomas Aquinas,Summa Theologica",Are Catholics required to accept every article of Aquinas's «Summa Theologica»?,Jin-Dominique,13
5,2016-06-13T15:38:00,"Catholicism,Tradition,Liturgy,Mass,Sign Of The Cross",Why do Catholic laity cross themselves three times before the Gospel is read?,Peter Turner,13
3,2016-07-05T20:24:00,"Reformed Theology,Religious Practice,Worship,Hymns,Calvin",Did John Calvin discourage harmonies in congregational singing?,Nathaniel is protesting,13
4,2016-07-31T12:27:00,"Apologetics,Textual Criticism,Bart Ehrman",How do apologists defend against Bart Ehrman's arguments that Church scribes corrected and changed the Bible to fit their theology?,Aaron Johnson,13
4,2011-12-27T22:56:00,"Catholicism,Christmas,Calendar",When is the end of the Christmas season for Latin Rite Catholics?,Peter Turner,13
1,2016-01-16T14:54:00,"History,Origin,Fall Of Man,Adam",Who was the first to reject the historicity of Adam?,curiousdannii,13
2,2016-01-20T18:45:00,"Catholicism,Marriage,Canon Law,Bishops",Can Bishops give dispensations from certain marriage vows?,Peter Turner,13
2,2011-11-25T21:36:00,"Terminology,Reformed Theology,Covenants,Covenant Theology",What is the difference between a covenant and a contract?,Caleb,13
1,2015-07-30T22:36:00,"Nature Of God,Protestantism,Terminology,Omniprescence,Panentheism",How widespread is panentheism within Protestant schools of thought?,Mr. Bultitude,13
1,2015-08-04T20:29:00,"Adam And Eve,Fall Of Man,Art,Christian Literature,John Milton","Do any theologians argue that in the Fall, Adam sacrificed himself out of love for Eve?",Nathaniel is protesting,13
1,2015-08-14T13:05:00,"Exegesis,Gospel Of Luke,Suffering,2 Timothy,Passion Of Jesus",Why was Jesus afraid/agonizing in the Garden of Gethsemane if the Spirit of God isn't one of fear but of power?,LCIII,13
2,2015-08-25T12:58:00,"Catholicism,Marriage,Virgin Mary,Joseph Husband Of Mary,Perpetual Virginity","According to Catholic teaching, was Joseph and Mary's marriage a true marriage?",An old man in the sea.,13
2,2015-08-27T00:12:00,"Jehovahs Witnesses,Symbolism,Sign Of The Cross","Why did this Early Version of the Watchtower Magazine include Crosses, and what do these other Symbols on the Magazine Represent?",The Substitute,13
4,2015-10-02T22:10:00,"Exegesis,Paul Apostle,Acts,Apostles,Matthias",What is the basis for arguing that Paul should have been selected as the 12th apostle instead of Matthias?,Nathaniel is protesting,13
3,2015-10-03T08:20:00,"Biblical Basis,Church History,Satan,Hell,Origin",What is the origin of the belief that Satan tortures the unsaved in Hell?,,13
3,2011-11-03T17:38:00,"Bible,Canon",How many distinct Biblical canons are there?,Chelonian,13
2,2011-11-07T18:25:00,"Catholicism,Papacy,Peter,Papal Infallibility,Galatians",How does the doctrine of Papal Infallibility account for Peter's error?,Narnian,13
2,2015-12-12T05:33:00,"Nature Of God,Reformed Theology,Glory,Purpose",Why must God reach the fullness of Glory (reformed theology)?,,13
1,2016-01-07T15:08:00,"Bible,Old Testament,Gospels",In which one of the four Gospels is the Old Testament quoted the most?,brilliant,13
1,2016-01-13T07:16:00,"Science,Young Earth Creation",How do young earth creationists explain the evidence for ice ages?,Petersolomon,13
3,2015-04-03T04:58:00,"Abraham,Israel",Why is the Nation of Israel called Israel and not Abraham?,,13
3,2011-10-10T12:56:00,"Bible Translation,Esv,Nasb",What are the differences between the translation ideologies of the NASB and ESV?,StackExchange saddens dancek,13
2,2015-05-22T23:20:00,"Soteriology,Origin,Phrase,Penal Substitution","When and where does the statement, ""Christ paid the penalty for our sins"" first appear?",Lee Woofenden,13
2,2015-05-24T07:11:00,"Old Testament,Inerrancy,Textual Criticism,Providence",How are emendations to the Masoretic Text viewed within the doctrine of inerrancy?,Susan,13
2,2015-05-31T23:47:00,"Catholicism,Marriage,Divorce,Monasticism",Are Catholics allowed to leave marriage in order to become a monk or nun?,Karel Macek,13
1,2011-10-14T02:22:00,"Catholicism,Tetragrammaton",Should Catholics silently hum the Tetragrammaton when they're supposed to sing it?',Peter Turner,13
3,2011-09-30T18:24:00,Catholicism,Where can I learn about Catholic terms and phrases?,Flimzy,13
3,2011-09-30T20:36:00,"Politics,Israel",If I am a Christian does this mean I need to support the modern state of Israel?,aceinthehole,13
2,2015-02-13T02:56:00,Christology,What is the difference between Apollinarianism and Eutychianism?,Adithia Kusno,13
1,2015-02-16T22:32:00,"Crucifixion,Culture",Where does the story of the spider on the cross come from?,John Loughrey,13
2,2011-10-02T19:59:00,Genesis,Who is Lillith?,TRiG,13
3,2011-10-03T22:37:00,"Heaven,Afterlife",What is life in Heaven going to be like?,,13
4,2011-10-04T23:41:00,"Biblical Basis,Nature Of Man",Can a Christian have clinical depression?,StackExchange saddens dancek,13
1,2011-10-05T13:39:00,"Bible,Prophecy,Christology",Did the Romans not breaking Jesus' legs fulfill a prophecy?,wax eagle,13
1,2015-07-17T03:44:00,"Church History,Christology,Hell,Apostles Creed,Place Of The Dead","When did ""he descended into hell"" become part of the Apostles' Creed?",Nathaniel is protesting,13
4,2011-09-28T02:12:00,"Life Of Jesus,Gospel Of John,Infallibility","Was 'Jesus and the woman taken in adultery' in St. John a later addition, and does this invalidate infallibility?",aceinthehole,13
6,2011-09-28T03:22:00,"Life Of Jesus,Marriage",Could Jesus have been married?,beatgammit,13
5,2014-12-08T03:20:00,"Biblical Basis,Homosexuality",What is the Biblical argument that homosexual attraction is sinful by itself?,Ryan,13
4,2014-12-24T00:24:00,"Catholicism,Communion,Sacraments,Lutheranism,Transubstantiation",What is the Lutheran doctrine of consubstantiation and how does it differ from transubstantiation and a more general protestant sacramental view?,Ben Mordecai,13
2,2015-01-03T05:23:00,"Catholicism,Exegesis,Apostasy,2 Thessalonians",What is the Catholic interpretation of 2 Thessalonians 2:3?,Der Übermensch,13
9,2011-09-30T04:24:00,"Exegesis,Genesis,Flood Of Noah",What is the interpretation of the bow in the cloud after the Flood?,Rex Kerr,13
2,2011-09-30T04:31:00,"Catholicism,Communion",Is Communion still Communion under only the species of wine?,Peter Turner,13
3,2014-08-12T20:53:00,"Soteriology,Justice,Infants",How is the view of guaranteed salvation for infants justified?,Anduril_1251,13
3,2014-08-23T21:18:00,"Islam,Creeds And Confessions,Special Revelation",Where do Christians believe the Qur'an came from?,eliyah,13
2,2011-09-22T21:53:00,"Church History,Baptism,Religious Practice,Didache",Why would cold running water be preferred for baptism?,James T,13
3,2014-09-01T03:10:00,"Catholicism,Marriage,Virgin Mary,Tradition,Joseph Husband Of Mary",How old were Joseph & Mary when they marrried?,,13
2,2011-09-23T03:35:00,"Love,Language,Greek,Word Study","Is this distinction of biblical ""love"" terminology compatible with scripture?",Ray,13
2,2014-09-25T20:22:00,"Lds,Baptism",Why do Mormons use Trinitarian language in baptism when they explicitly reject Trinitarianism?,Affable Geek,13
5,2014-11-10T13:55:00,"Catholicism,Early Church,Baptist,Persecution,Martyrdom","Is a claim of 50,000,000 Baptist martyrs accurate?",Zachary,13
2,2015-01-15T18:48:00,"Heaven,Gospel Of John,Textual Discrepancies,Elijah,2 Kings","Jesus said no one had gone into heaven except the Son of Man, but what about Elijah?",stimpy77,13
2,2014-06-25T02:26:00,"Paul Apostle,Galatians",Why did Paul go to Arabia?,shakAttack,13
4,2014-07-03T18:17:00,"Christology,Comparative Christianity,Resurrection Of Jesus,Resurrection Body,Human Body",How similar was the resurrected body of Jesus to his physical human body?,LCIII,13
4,2011-09-20T20:22:00,"Exegesis,Eschatology,Revelation,Resurrection,Rapture",How many resurrections (raptures) will there be?,Richard,13
3,2014-07-18T08:32:00,"Catholicism,Catholic Catechism,Commandments,Wise Men,Signs","What is the Authoritative Catholic explanation of why the Magi get a pass, yet Catholics are to reject astrology?",,13
1,2014-07-30T04:19:00,"Church History,Terminology,Faith,Philosophy","What is the background of the words ""notitia,"" ""fiducia,"" and ""assensus"" and how do they relate to the biblical notion of ""faith""?",Resting in Shade,13
6,2014-08-10T08:17:00,"Catholicism,Jews,Vatican Ii",Why did the Catholic Church change so radically after Vatican II in regards to the status of Jews?,whitewings,13
7,2014-04-24T06:00:00,"Faith,Miracles,Prophets",Why are there no longer large-scale miracles from God?,khaverim,13
3,2011-09-14T19:18:00,"Exegesis,Marriage,New Testament",Should husbands submit to wives?,Stainsor,13
1,2011-09-16T02:09:00,New Testament,Who is the young man mentioned in Mark 14:51?,Phonics The Hedgehog,13
7,2011-09-16T03:00:00,"Judaism,Messiah",Were the Jews expecting God Incarnate?,Peter Turner,13
5,2011-09-17T23:19:00,"Exegesis,Eschatology","What exactly did Jesus mean when He said ""I am coming soon"" and similar phrases?",El'endia Starman,13
7,2011-08-24T12:28:00,"Life Of Jesus,Baptism,Trinity,Early Church,Name Of Jesus",Into whose name should Christians be baptised?,Reinstate Monica - Goodbye SE,13
3,2014-06-16T03:29:00,"Lds,Translation,Book Of Mormon","Are translations of the book of Mormon into other languages made from English, or are the golden plates stashed in a temple somewhere?",david brainerd,13
3,2011-09-19T13:33:00,"Catholicism,Prayer,Tradition,Liturgy Of The Hours",Should praying the Liturgy of the Hours in private be out loud or silent?,Peter Turner,13
1,2014-06-19T23:28:00,"Comparative Christianity,Lutheranism",What are the primary differences between these Lutheran denominations?,Dan,13
1,2013-10-03T17:02:00,"Catholicism,History,Papacy,Tradition,Legend",What is the nature of the theory for Pope Joan and the evidence that substantiates it?,Archie Webmaker,13
1,2011-09-04T18:12:00,"Bible,Art,Angels",What does the Bible say about the appearance of angels?,hammar,13
2,2013-10-22T14:06:00,"Early Church,Tradition,Christianity In India,Thomas Apostle",Did St. Thomas come to India?,dimancrown,13
1,2013-11-01T19:36:00,Singleness,What is the thesis of the church towards asexuality?,,13
5,2011-09-07T02:47:00,"Exegesis,Torah",How valid is the JEDP theory?,Richard,13
1,2011-09-07T19:19:00,"Bible,Life Of Jesus,Christology",Who is Immanuel?,wax eagle,13
3,2013-11-27T16:23:00,"Catholicism,Terminology,Papacy,Encyclicals",What is the difference between an Apostolic Exhortation and an Encyclical Letter?,Canadian Girl Scout,13
4,2013-08-14T00:59:00,"Eastern Orthodox,Crucifixion",Meaning behind skull at the base of a cross?,TronicZomB,13
8,2013-09-18T21:08:00,"Soteriology,Sin,Crucifixion,Resurrection Of Jesus,Atonement",How does Jesus' death and resurrection save humanity?,brianmearns,13
2,2013-09-26T21:11:00,"Old Testament,David,Temple,2 Samuel",Why was David disqualified from building the temple?,Narnian,13
3,2011-09-08T15:09:00,Virgin Mary,Why was it necessary for Mary to be a virgin?,Dave DeLong,13
1,2014-02-24T06:02:00,"History,Martin Luther,Calvin","Did Martin Luther think John Calvin is a ""son of the devil""?",Graviton,13
7,2014-03-13T13:54:00,"Lds,Language,Missions",How do Mormon missionaries learn foreign languages so quickly?,Matt,13
1,2014-03-28T16:06:00,"Protestantism,Nicene Creed,Filioque",How does the Filioque affect Reformed Protestant theology?,,13
5,2014-04-07T06:04:00,"New Testament,Gospels,Canon,Church Fathers,Gospel Of Mark",Why is Mark not the first gospel?,Graviton,13
5,2013-06-26T18:04:00,"Exegesis,Gospel Of John,Predestination,Free Will",Does John 6:44 imply that there is no free will when it comes to salvation?,IndigoGirl,13
2,2013-07-02T16:32:00,"Lds,Prophecy,Joseph Smith,Scriptures",Is there any manuscript or historical evidence to support the final 13 verses of Genesis 50 that appear in the Joseph Smith Translation?,Narnian,13
6,2013-07-13T18:39:00,"Lds,Protestantism,Terminology",Are Mormons Protestants?,Mawia,13
2,2013-07-15T21:55:00,"Catholicism,Sin,Confession,Conversion",Is a confession valid if I only voice the sins I'm comfortable sharing and confess the rest in my heart to God?,Iron3eagle,13
6,2013-07-17T20:08:00,"Exegesis,Protestantism,Love,Philosophy",Does the Bible make a distinction between Christian and secular love?,,13
3,2013-07-19T15:37:00,"History,Trinity,Saint,Heresy",Did Saint Patrick actually explain the Trinity using a shamrock?,svidgen,13
1,2013-07-24T16:56:00,"Catholicism,Eastern Orthodox,Practice",When did the Orthodox and Catholic Churches distinguish the manner in which the Sign of the Cross was to be made?,Narnian,13
4,2013-08-12T00:57:00,"Catholicism,Baptism",How much water is necessary for baptism (Catholic perspective)?,Kenshin,13
3,2013-04-15T16:43:00,John The Baptist,How did the disciples of John the Baptist pray?,Mawia,13
4,2013-04-18T20:47:00,"Catholicism,Papacy,Peter","When did Peter become the first Pope, according to Roman Catholic tradition?",Narnian,13
4,2013-05-01T18:05:00,"Biblical Basis,Genesis,Creation,Science","What is the Biblical Basis of a ""water canopy"", and is there scientific evidence to support it?",Narnian,13
4,2011-09-01T13:52:00,"Sin,Adam,Original Sin",Why is Adam considered the original sinner?,capitalaudience.com,13
2,2013-06-11T01:26:00,"Catholicism,Freemasonry",How does the Catholic church view Freemasons?,Bruce James,13
4,2011-09-01T19:51:00,"Bible,Exegesis",Does the Bible give any reason as to why its content is sometimes difficult to interpret?,Jenny Thomson,13
4,2013-06-24T13:09:00,Premarital Sex,Are there any biblical incidents of people condemned for consensual premarital sex?,Affable Geek,13
3,2013-01-25T07:29:00,"Catholicism,Sacraments,Confession",Does the priest have the power to forgive sins?,Jomet,13
3,2013-01-26T22:04:00,"Augustine,Jerome,Latin Vulgate",How did Augustine of Hippo feel about Jerome's Latin translation of the Bible (the Vulgate)?,,13
5,2013-01-30T18:52:00,"Sin,Old Testament,New Testament,Mosaic Law",Was there a sacrifice in the Old Testament for intentional sins?,ironman,13
2,2013-02-13T13:21:00,"Exegesis,Prayer,Terminology,Philippians",Is there a difference between prayer and petition?,Paddington,13
2,2013-02-18T22:10:00,"Catholicism,Good Friday","Why is Good Friday called ""Good""?",Peter Turner,13
4,2013-02-21T21:16:00,"Catholicism,Tithe",Do Catholics tithe?,Jas 3.1,13
2,2013-03-03T02:16:00,"Biblical Basis,Apostles,Prophets,Infallibility",What is the Biblical basis for testing the truthfulness of every statement made by Prophets or Apostles who have been confirmed as 'real'?,Mike,13
7,2013-03-06T05:27:00,"Life Of Jesus,History,Incarnation,Timetable",Was there a reason Jesus came at the time he did?,,13
1,2013-03-14T19:34:00,"Church History,Eschatology,Nicene Creed,Premillennialism",Does the Nicene Creed condemn Chiliasm?,Dan,13
2,2012-12-27T02:41:00,"Symbolism,Church History",The unicorn as a Christological figure,David Stratton,13
3,2011-08-31T05:17:00,"Archaeology,Sodom",What is the archaeological evidence for Sodom and Gomorrah?,El'endia Starman,13
1,2013-01-16T12:28:00,"Catholicism,Virgin Mary,Perpetual Virginity",Justification of perpetual virginity of Mother Mary,PaulDaviesC,13
2,2013-01-16T16:28:00,"Apologetics,Flood Of Noah,Young Earth Creation,Evolution",How do creationists explain the genetic diversity of animals after Noah's Ark?,Chandrew,13
2,2013-03-28T16:14:00,Lds,Why are LDS missionaries instructed to stay away from bodies of water?,Narnian,13
1,2013-04-11T13:44:00,"Creation,Trinity,Nicene Creed",Does the Nicene Creed suggest a strict division of responsibilities within the Trinity?,James T,13
7,2025-05-24T19:57:00,"Paul Apostle,Law,Righteousness,Works","How did the Pauline expression ""The Works of the Law"" come to be equated with acts of righteousness, good works and keeping God's commandment?",Mercybrew,13
5,2011-08-23T22:00:00,"Soteriology,Pneumatology,Reborn",How do you know that you are reborn of Spirit?,capitalaudience.com,13
4,2012-10-22T18:23:00,"Catholicism,Thomas Aquinas,Summa Theologica",What's wrong with the Summa Theologica?,Peter Turner,13
3,2011-08-30T20:43:00,"Life Of Jesus,Lds",Are there any conflicts between how Jesus is described in the Book of Mormon vs how He is described in the Bible?,capitalaudience.com,13
3,2012-11-23T15:25:00,"Soteriology,Eastern Orthodox",What happens with a soul after one's death according to Eastern Orthodox doctrine?,Pavel,13
7,2012-12-06T02:49:00,"Nature Of God,Christian Living,Nature Of Man",What is the difference between holiness and righteousness?,Sycamore,13
2,2012-12-08T17:51:00,"Liturgy,Methodist",How do Methodists understand the Apostle's Creed?,Jason,13
6,2012-12-18T20:44:00,"Life Of Jesus,History,Virgin Mary,Birth Of Jesus,Historic Customs",What is significant about the swaddling clothes with which Jesus was wrapped as a baby?,Narnian,13
4,2012-12-20T19:37:00,"Lds,Evangelicalism",What are the major differences between evangelical Christianity and Mormonism?,FAtBalloon,13
6,2012-10-01T22:52:00,"Life Of Jesus,Satan,Temptation",Why did Satan tempt Jesus in the desert?,El'endia Starman,12
6,2012-10-03T13:55:00,Heaven,"Is it possible to get into heaven, but then be cast out at a later date?",Chris's sister,13
6,2024-03-29T15:05:00,"Biblical Basis,Creation,Philosophy,Science,Intelligent Design",Do Christians believe that God used mathematics to design the universe?,,13
3,2024-05-26T06:45:00,"New Testament,Apologetics,Colossians,Slavery","What is a Christian response to the claim that atheists make that ""the Bible condones slavery"" in Colossians 3:22-25?",Felix An,13
3,2011-08-23T21:47:00,"Terminology,Liberal Christianity,Emergent","Is there a difference between Liberal, Progressive, and Emergent Christianity?",aceinthehole,13
2,2025-01-03T16:46:00,"Denomination Survey,Young Earth Creation,Theistic Evolution",Is there any denomination which officially rejects Young Earth Creationism?,Dark Malthorp,13
6,2022-06-13T18:32:00,"Catholicism,Protestantism,Justification,Sola Fide",How do Protestants who say Catholicism doesn't teach the true Gospel understand a Catholic person’s faith in Jesus?,Luke Hill,12
2,2012-08-19T02:20:00,Lds,How did Brigham Young become the most well-known Mormon leader (after Joseph Smith left the scene)?,Affable Geek,12
4,2011-08-29T00:19:00,"Soteriology,Nature Of God,Trinity",What does it mean to be an heir of God and a joint-heir with Christ?,,12
2,2012-08-30T21:12:00,"Nature Of God,Lds,Divinity",Do the LDS believe in the Hypostatic Union?,Peter Turner,12
5,2012-09-07T22:57:00,"Exegesis,Gospel Of John,Peter,Nakedness",Why was Peter Fishing Naked (John 21:7)?,Robert,12
2,2023-08-31T21:37:00,"Early Church,Baptism,Nicene Creed,Meaning","What did ""one baptism"" in the Nicene Creed mean back then?",GratefulDisciple,12
11,2023-11-07T01:43:00,"Free Will,Predestination,Omniscience,Foreknowledge",Why make an effort to get saved if my life is pre destined by God?,Glory To The Most High,12
3,2012-09-24T19:29:00,"Hell,Reformed Theology,Wrath Of God,Jonathan Edwards",Do Calvinists rejoice in the destruction of sinners?,Jon Ericson,12
5,2012-07-13T20:35:00,"Exegesis,Prayer,Miracles,Book Of James,Cessationism","If miracles stopped after the Apostles, then why are there admonitions to pray over people?",Ignatius Theophorus,12
2,2012-07-20T14:44:00,"Jehovahs Witnesses,Revelation","According to Jehovah's Witnesses, who are the 144,000 mentioned in the book of Revelation?",Narnian,12
8,2021-09-19T17:08:00,"Spirituality,Discernment,Emotions,Mental Illness,Christian Psychology",How do Christians discern genuine spiritual experiences from hallucinations or other mundane psychological phenomena?,,12
5,2012-08-02T09:06:00,"Exegesis,Protestantism,Genesis,Souls,Spirit",What did God mean when He said 'lest they live forever'?,Monika Michael,12
3,2022-01-08T22:17:00,Jehovahs Witnesses,"For Jehovah's Witnesses who deny that Jesus Christ existed eternally, how do they reconcile this with Micah 5:2?",Mr. Bond,12
5,2022-02-15T11:27:00,"Church Fathers,Resource Request,Bible Commentary",Bible with commentaries of the Church Fathers,Ali Nikzad,12
